inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00044,09-28-2025,SCH0456,Yes,True,H,N,False,Girindra Chana,Needs repair
INSP00088,23-Nov-2025,SCH0282,False,Nahi,True,,Yes,Yuvraj Bhargava,Good condition
INSP00930,10.12.2025,SCH0012,True,True,Nahi,Y,True,Watika Subramaniam,No remarks
INSP01125,2026/01/18,SCH-0530,True,True,Yes,Yes,Yes,Gauri Chaudry,
INSP01772,04-11-2025,SCH0231,True,False,1,True,Y,Indira Wali,Toilets locked
INSP01018,2026-01-07,SCH-0531,Haan,haan,Hai,True,True,Udant Kumer,Needs repair
INSP00283,28/02/2026,sch0486,True,True,False,False,,Abhiram Singh,
INSP00694,2025-05-14,SCH0341,True,True,True,True,False,Maya Saraf,Average
INSP01942,2026-02-12,sch0137,True,1,Y,Working,N,Reyansh Kata,Average
INSP02910,09/06/2025,sch_0070,Haan,Hai,No,True,True,Krisha Tailor,Toilets locked
INSP02990,2026/03/08,sch_0521,Available,Hai,Not Available,True,Nahi hai,Upma Soman,Needs repair
INSP02112,28-Sep-2025,sch_0265,False,1,Y,Hai,True,Jhalak Vig,Toilets locked
INSP00534,2025-12-24,SCH-0219,True,H,True,Yes,Broken,Aadi Mukhopadhyay,Toilets locked
INSP01179,2025/06/19,S0336,Y,haan,Hai,,Under Repair,Ekantika Char,
INSP02581,11/01/2026,SCH0014,True,True,H,Nahi hai,Y,David Dyal,
INSP00790,02.05.2025,SCH0457,,True,True,True,Kharab,,Average
INSP02482,2025-07-03,sch_0513,True,True,Available,1,True,Leena Mohan,Toilets locked
INSP02516,24-Oct-2025,S0293,Yes,Functional,1,Nahi,,Samaksh Thakkar,
INSP02228,2025/07/28,SCH0210,Yes,True,True,1,na,Dominic Salvi,Average
INSP00875,18/06/2025,S0146,1,True,Yes,Available,na,Diya Suresh,
INSP00766,20-Feb-2026,0268,H,True,True,Haan,Available,Ayush Bakshi,Needs repair
INSP01042,21/02/2026,SCH0330,True,True,True,False,Haan,Gautami Ganguly,Good condition
INSP00791,2025-07-28,SCH0466,False,Available,True,Kharab,,Ishanvi Khatri,No remarks
INSP02816,27-Sep-2025,S0503,True,True,Haan,Y,H,Warda Chander,No remarks
INSP01566,14/06/2025,0298,True,Y,True,True,N,Sathvik Mallick,Good condition
INSP02311,2026/02/27,SCH-0090,True,Available,Hai,True,Under Repair,Abhimanyu Srinivasan,
INSP02190,2025/11/17,SCH0600,Y,H,Yes,False,0,Sanya Gokhale,Average
INSP02305,2025-07-07,SCH0151,True,Yes,False,False,No,Nitara Devi,Good condition
INSP02989,04-20-2025,sch_0380,False,True,1,True,Nahi,Advika Mitra,
INSP00222,13.10.2025,SCH0015,True,1,True,,1,Warjas Goda,
INSP00544,06-Aug-2025,SCH0233,Hai,True,haan,True,False,Amara Tiwari,
INSP01424,01/08/2025,SCH-0354,False,na,Y,True,False,Nikita Sampath,
INSP02259,2025-06-29,SCH0136,H,True,True,True,False,Vedant Prashad,Needs repair
INSP00706,10-02-2025,S0307,True,Hai,1,na,,Vincent Singh,Average
INSP02466,2025/09/10,0421,True,True,True,False,False,Arya Pal,Needs repair
INSP01007,2025/08/20,SCH0410,True,Y,True,,0,Darsh Lala,
INSP01794,2025-12-08,sch0208,True,True,True,False,Y,Ekani Rajagopal,Average
INSP02782,2025-10-05,SCH0592,True,na,haan,Haan,True,Anmol Palla,Needs repair
INSP02930,2026/02/27,sch0288,Yes,,True,Broken,True,Peter Lala,Needs repair
INSP00979,04-08-2025,SCH0488,True,Working,1,Nahi hai,False,Shaurya Krishnan,Needs repair
INSP01905,22.09.2025,sch0562,True,True,True,False,na,Ganga Bahri,Needs repair
INSP01799,25/04/2025,SCH0421,1,True,Hai,Under Repair,True,Warda Kade,No remarks
INSP00273,08-09-2025,SCH0413,haan,No,True,No,Functional,Eiravati Gara,
INSP00522,24/12/2025,S0509,1,True,Yes,Nahi,True,Jason Swamy,Needs repair
INSP00523,15/10/2025,SCH0419,True,haan,Nahi,Yes,False,Gagan Acharya,Good condition
INSP00437,18/03/2026,S0438,True,,True,True,True,Jagat Sawhney,Good condition
INSP01069,30/08/2025,SCH0439,True,1,True,H,True,Qadim Barad,Needs repair
INSP02068,01-Jul-2025,SCH0378,Yes,True,H,False,True,Tanay Vala,
INSP00351,19.08.2025,SCH-0141,False,True,Working,1,,Rachit Das,
INSP02248,18-Dec-2025,SCH0306,True,1,False,False,False,Yatan Sandal,Good condition
INSP01850,24/07/2025,sch0161,True,False,True,Nahi,False,Nisha Datta,Needs repair
INSP02439,2025-10-31,SCH-0212,True,True,True,No,True,Chakradhar Kohli,Good condition
INSP00652,08-May-2025,SCH0276,H,True,True,Working,True,,
INSP01808,09-19-2025,SCH0007,Haan,Yes,haan,Kharab,True,Mugdha Jayaraman,Toilets locked
INSP02726,03.02.2026,SCH0314,False,H,0,Available,True,Warhi Shetty,Needs repair
INSP02528,10-27-2025,SCH0096,False,1,Yes,True,True,Urvi Chaudhry,
INSP01346,29/08/2025,SCH-0341,True,True,Nahi hai,True,False,Samar Keer,Toilets locked
INSP01079,11.05.2025,sch_0420,N,H,Hai,H,0,Rishi Mani,No remarks
INSP02745,21.01.2026,sch_0436,True,True,1,False,False,Janya Jayaraman,Toilets locked
INSP00169,2025/11/04,sch0373,Yes,Available,True,True,False,Samuel Barad,Good condition
INSP02636,01.02.2026,0209,True,True,True,haan,Y,Fariq Samra,No remarks
INSP02604,14.04.2025,SCH-0411,True,True,Functional,Yes,Yes,Anay Karan,
INSP02924,07-18-2025,SCH0042,False,True,haan,True,False,Manthan Bali,Good condition
INSP02070,07-27-2025,S0344,True,Haan,Hai,No,Yes,Reyansh Narayanan,Average
INSP02324,2025-08-13,SCH0493,True,na,Nahi hai,False,Y,Ati Wagle,Average
INSP01934,25-May-2025,sch_0404,False,True,Nahi hai,Yes,True,Wahab Chaudhry,Average
INSP01638,21/01/2026,sch0392,False,No,Haan,Yes,False,Keya Jain,Good condition
INSP01838,08-30-2025,SCH0579,True,H,1,False,Y,Peter Varkey,Average
INSP01376,2025-07-23,SCH0513,True,True,True,1,Y,Tejas Patla,Good condition
INSP02354,2025/09/25,SCH0484,False,True,True,False,Broken,Charles Patla,No remarks
INSP00220,2025-06-23,sch0228,Y,1,,Functional,False,Ayush Chada,No remarks
INSP00368,06/04/2025,SCH0445,Haan,True,True,True,False,,Toilets locked
INSP02804,04.08.2025,SCH0220,,True,1,Haan,True,Pushti Wagle,
INSP00950,28.12.2025,S0446,True,haan,True,True,False,Varenya Ramaswamy,
INSP02399,27.01.2026,S0077,True,,Haan,False,na,Anamika Parekh,No remarks
INSP02253,2026-02-13,SCH0533,False,True,1,Hai,Nahi hai,,Needs repair
INSP01457,17.10.2025,SCH-0334,0,True,na,Yes,False,Yauvani Gade,
INSP00352,27.04.2025,SCH-0196,1,True,Haan,True,False,Charita Kant,Needs repair
INSP01098,29-Jan-2026,SCH-0340,Nahi hai,True,,,No,Theodore Chaudhari,
INSP01264,2025/06/25,SCH0083,haan,True,True,False,False,,
INSP02239,06-19-2025,sch0190,Nahi hai,Yes,Yes,True,Hai,Yatan Iyengar,Needs repair
INSP00491,29.06.2025,SCH0218,,True,Yes,False,Y,Zashil Narang,
INSP02827,16/10/2025,SCH0196,Y,1,False,True,Nahi hai,Mekhala Wadhwa,Good condition
INSP02494,09.03.2026,SCH-0516,Haan,True,Functional,N,Y,Nathaniel Das,Toilets locked
INSP00499,2025/04/24,sch0447,False,Y,Working,True,Not Available,Qabil Varty,No remarks
INSP02789,01/09/2025,SCH0100,True,True,Haan,Y,na,Alka Prabhu,
INSP00211,09/02/2026,sch_0164,haan,True,No,N,False,Ekapad Kulkarni,Needs repair
INSP00898,03/07/2025,sch0006,False,False,False,True,True,Warda Basak,Needs repair
INSP01205,2026/02/12,SCH0352,Functional,Haan,True,haan,Not Available,Wakeeta Dar,No remarks
INSP00651,31.12.2025,SCH0206,True,Yes,N,True,Nahi hai,Henry Om,Needs repair
INSP00228,03-23-2026,SCH0168,Hai,True,Haan,True,True,,
INSP00366,02-20-2026,sch0238,Y,Available,Y,True,Nahi hai,Ira Bhagat,
INSP02223,2025-06-10,SCH0369,0,True,0,True,False,,
INSP00277,2026/02/17,SCH-0318,True,Hai,True,True,True,Robert Tandon,Good condition
INSP02099,14/05/2025,0073,True,True,True,True,na,Janaki Kulkarni,Average
INSP01114,19-Nov-2025,sch_0431,Y,False,H,N,1,Mitesh Bains,Toilets locked
INSP00737,12-Jan-2026,SCH0465,haan,haan,True,True,Yes,Siddharth Kakar,No remarks
INSP02575,01-07-2026,sch0335,True,Hai,Available,No,False,Laksh Nayak,Average
INSP01994,08-12-2025,sch_0017,na,True,Yes,N,Nahi hai,,No remarks
INSP00408,09.06.2025,S0411,na,True,True,False,1,Eesha Khalsa,Needs repair
INSP02417,03/04/2025,SCH0482,True,No,Y,Y,Functional,Devansh Sathe,Needs repair
INSP02506,2025-05-01,SCH0521,True,Y,Available,1,No,Xalak Dixit,Average
INSP02458,2026/01/17,sch0411,True,Y,na,,N,Alexander Varughese,Average
INSP02247,2025-06-03,sch0378,,Yes,False,Nahi,False,Jackson Sinha,No remarks
INSP01666,2025-12-27,S0199,True,True,False,False,Nahi hai,Diya Saini,
INSP02531,2025/07/06,SCH0580,True,Available,1,H,False,Azad Sengupta,No remarks
INSP01771,2025-08-11,SCH0085,Haan,Not Available,,True,N,Azaan Ramanathan,Toilets locked
INSP00008,2025/06/04,SCH0059,True,True,True,haan,False,Falak Karpe,Good condition
INSP01492,12/12/2025,sch_0268,False,False,Haan,1,,,
INSP01533,30/05/2025,SCH0032,Y,True,haan,Y,False,Charles Sagar,Average
INSP01801,26-Sep-2025,0417,haan,True,1,True,False,Barkha Upadhyay,Needs repair
INSP00416,22/07/2025,SCH0024,Under Repair,True,True,True,No,Jason Kannan,Needs repair
INSP01607,21/01/2026,SCH0064,True,,True,Yes,Haan,Jasmit Kurian,Average
INSP00840,30-Aug-2025,sch0226,Haan,Haan,True,,Hai,Omisha Dua,Toilets locked
INSP01763,07-02-2025,0420,True,True,No,False,True,,Good condition
INSP00865,01-11-2026,S0583,False,True,Kharab,N,True,Atharv Dara,Average
INSP00200,2025-11-26,0193,True,Yes,True,Y,No,Oviya Keer,Average
INSP01117,2025/09/23,SCH0413,Y,Working,True,Nahi hai,N,Varsha Mohanty,
INSP00284,24/04/2025,SCH-0493,False,True,False,N,Working,Bhavani Tak,
INSP00232,10/01/2026,SCH-0433,True,True,Nahi hai,True,False,Jairaj D’Alia,Average
INSP02992,2026/03/22,SCH0015,False,True,True,False,False,Megha Keer,No remarks
INSP01081,2025/04/10,SCH-0226,haan,True,H,True,na,Vritti Bhalla,Toilets locked
INSP00097,11-07-2025,sch_0429,True,Hai,True,True,Hai,Abhiram Kapadia,Average
INSP01508,2025/07/29,SCH-0310,Yes,H,Functional,Nahi,Yes,Vidhi Butala,Good condition
INSP02760,10/09/2025,SCH0170,Working,True,True,True,True,Anmol Venkataraman,No remarks
INSP01813,2025/12/14,SCH0532,haan,True,True,False,True,Hemani Lad,
INSP02936,08-14-2025,SCH0151,Functional,Yes,True,False,False,Ojas Gola,Toilets locked
INSP01201,06-Dec-2025,SCH0297,Hai,False,Hai,False,0,Samar Bhatt,
INSP02587,2025/04/24,sch0338,True,True,False,True,True,David Shanker,No remarks
INSP01412,05-Aug-2025,SCH0596,Nahi,Working,Functional,na,na,Sai Bhasin,Average
INSP02720,12.03.2026,sch0294,Haan,True,True,H,Haan,Janani Keer,Average
INSP02556,2025/11/17,SCH-0524,True,Y,Functional,No,True,Jagat Kade,No remarks
INSP01890,09-21-2025,SCH-0312,True,Hai,Hai,False,Kharab,Samaksh Kant,No remarks
INSP00105,28-Jul-2025,SCH0086,,Yes,True,Working,1,Maya Tella,
INSP02350,2025-09-29,SCH0094,haan,True,haan,1,H,,Needs repair
INSP01928,19-Jul-2025,SCH-0096,Available,True,Y,True,True,Sai Karan,No remarks
INSP02715,2025-05-10,SCH0239,0,True,1,Yes,Y,Anvi Gara,Needs repair
INSP01124,31-Jan-2026,SCH0364,Under Repair,H,False,Available,Working,Gavin Mall,
INSP02009,11/12/2025,SCH0146,True,Functional,H,haan,True,Vrinda Ratta,
INSP00806,2025-12-28,sch_0231,False,True,True,Nahi hai,False,,Good condition
INSP02409,15.03.2026,SCH0182,True,True,Haan,True,Nahi,Riya Dewan,No remarks
INSP02582,2026/03/23,sch_0500,True,True,True,False,,Maya Mammen,No remarks
INSP00745,2025/09/20,sch_0264,Available,haan,True,True,Haan,Ijaya Ramesh,No remarks
INSP00227,2025-12-07,0420,Y,Working,Y,False,True,Bhavika Gandhi,Needs repair
INSP01222,2025/11/10,SCH-0556,False,Hai,False,True,False,,No remarks
INSP01293,2025-11-20,sch_0385,True,True,True,Haan,False,Wyatt Doctor,Toilets locked
INSP02421,11-20-2025,sch_0110,N,H,False,True,N,Yash Sagar,Needs repair
INSP00323,02/10/2025,SCH0316,True,True,True,False,na,Raksha Jain,Good condition
INSP02092,30/03/2026,SCH-0466,Y,Hai,H,False,False,Maanav Gour,Needs repair
INSP01030,11/03/2026,SCH0547,True,True,Hai,Kharab,False,Vedhika Saha,Average
INSP00890,2025-09-20,SCH-0423,False,True,Y,False,1,,No remarks
INSP01617,28.02.2026,sch_0432,haan,Working,True,False,Working,Chanchal Bhardwaj,Average
INSP01111,04/01/2026,SCH0438,Hai,haan,Y,False,Nahi,Avni Kuruvilla,
INSP02116,14.07.2025,sch_0215,Functional,Available,Functional,False,False,Pavani Saini,Needs repair
INSP00271,01-12-2026,SCH0240,haan,H,Yes,True,False,Timothy Ghosh,Toilets locked
INSP02763,2025/11/05,sch0330,False,True,haan,True,False,Isha Walia,No remarks
INSP01043,28-Oct-2025,SCH0379,Y,True,Hai,H,True,,
INSP01777,2025-06-04,SCH0080,haan,True,True,True,True,Zaitra Keer,Needs repair
INSP00465,2025-09-07,SCH0211,True,No,1,True,False,,Needs repair
INSP00882,02.04.2025,sch_0313,Yes,,haan,True,,Hardik Guha,No remarks
INSP02156,2025-04-28,S0302,,Haan,True,No,0,Aadhya Baral,Good condition
INSP00863,22/06/2025,SCH0195,Nahi,True,True,Yes,True,Caleb Thaman,Good condition
INSP01423,2025-07-04,SCH0416,True,Hai,True,False,False,Geetika Garde,Average
INSP02255,2025/10/18,SCH0270,Working,True,Haan,1,No,Lavanya Subramanian,Toilets locked
INSP00773,2025-09-09,SCH0413,True,True,True,False,1,Vidhi Karpe,Toilets locked
INSP01768,26.11.2025,SCH0544,True,True,True,Not Available,False,Pranit Deep,Needs repair
INSP01065,27-Jun-2025,SCH-0074,Haan,True,False,Haan,N,Jalsa Gokhale,Good condition
INSP00213,05-23-2025,SCH0284,True,True,Y,No,False,Vasudha Bal,No remarks
INSP00013,2026-01-05,SCH0345,Not Available,True,True,True,False,Advik Edwin,No remarks
INSP02568,2026-01-24,sch_0356,True,True,False,True,True,Mahika Swaminathan,
INSP00423,17.10.2025,SCH0321,na,True,,N,True,Sathvik Balasubramanian,Average
INSP02368,05.09.2025,SCH0384,1,Functional,True,Functional,Y,Zinal Chaudhary,Toilets locked
INSP01054,22-Jun-2025,SCH-0476,Yes,,False,True,,Varenya Ramakrishnan,Needs repair
INSP01230,07/10/2025,SCH0456,Available,H,0,H,Available,Lila Contractor,No remarks
INSP01456,03-11-2026,SCH0323,haan,1,Hai,1,Nahi hai,,Toilets locked
INSP00742,06/11/2025,sch0455,False,,Haan,na,True,Oviya Panchal,Needs repair
INSP02776,2025/07/09,SCH0139,True,haan,Y,False,True,Lakshit Sur,
INSP02700,2026/03/17,SCH-0252,True,True,Y,Hai,False,Rachita Rana,Needs repair
INSP02329,13.03.2026,SCH0596,Yes,N,H,Hai,Nahi hai,Baljiwan Mani,
INSP00799,2026/01/19,SCH-0035,False,Working,Under Repair,Haan,N,Megha Sanghvi,Average
INSP01432,2025-05-20,0057,1,Nahi hai,True,Available,haan,Hamsini Dugar,Toilets locked
INSP02427,11-Sep-2025,SCH0074,False,Yes,False,True,0,Pooja Kunda,Needs repair
INSP00510,2025/05/08,sch_0101,False,True,Working,True,Yes,Radha Sunder,Average
INSP00645,2025-10-18,SCH-0589,Available,True,Nahi,Functional,False,Amaira Padmanabhan,Average
INSP00598,2025-10-06,S0276,Working,True,True,,False,Niharika Pillai,Needs repair
INSP02714,2025-07-10,S0592,False,True,False,False,Under Repair,Andrew Batta,Good condition
INSP01162,28-May-2025,sch_0527,Working,haan,True,True,False,Sathvik Lala,Average
INSP01362,13.07.2025,SCH0206,False,False,True,False,,Vritti Som,No remarks
INSP00858,05-Jul-2025,SCH-0189,Not Available,haan,True,True,True,Imaran Mohan,No remarks
INSP02780,12-Dec-2025,SCH0072,True,Available,,Nahi hai,False,Charita Mangat,No remarks
INSP00519,07-27-2025,sch0309,Y,Broken,True,na,True,,No remarks
INSP00965,07-02-2025,S0287,Functional,Yes,haan,1,haan,Kashish Sankaran,Toilets locked
INSP02968,2025/10/04,SCH0074,Hai,False,Nahi hai,False,haan,Kavya Shan,
INSP00574,08-17-2025,sch0434,Yes,Y,Broken,Yes,True,Yashasvi More,No remarks
INSP00103,24/02/2026,0022,haan,True,Y,Yes,True,Netra Ram,Average
INSP02865,2025/04/27,SCH0095,False,True,0,True,Functional,Isaiah Rastogi,Average
INSP02544,2025/05/10,sch_0046,True,1,1,Hai,Hai,,
INSP02107,2025/12/27,SCH-0459,Haan,1,True,False,True,Fitan Devan,Needs repair
INSP02754,12.10.2025,SCH0363,N,Y,H,True,False,Vansha Buch,Good condition
INSP01308,15-Jul-2025,sch0173,True,Y,Nahi,1,1,Jack Subramanian,
INSP01587,18/04/2025,SCH0254,True,haan,1,Broken,True,Ryan Srinivasan,Needs repair
INSP00124,2025/12/18,SCH0515,0,na,Haan,H,False,Deepa Parmar,Average
INSP01498,2025-10-26,SCH-0324,Available,True,Yes,False,False,Advik Lata,No remarks
INSP00221,19/07/2025,sch0090,Y,Available,True,False,Working,Finn Ranganathan,Needs repair
INSP00204,09/06/2025,SCH-0590,True,Hai,na,1,True,Jacob Mani,No remarks
INSP00359,02.09.2025,SCH0288,False,True,Hai,False,True,Irya Bhatnagar,No remarks
INSP02530,2025/04/13,S0084,Y,Functional,haan,False,Yes,Amaira Upadhyay,Needs repair
INSP02777,22.10.2025,SCH0270,True,True,False,True,False,Advika Chacko,
INSP02113,05-14-2025,SCH0325,True,True,True,Hai,False,Kiaan Wable,Toilets locked
INSP01796,26/03/2026,sch0041,Y,1,True,Nahi hai,False,Hitesh Atwal,Good condition
INSP01698,29-Dec-2025,SCH0552,H,H,False,True,Nahi hai,Chakradev Sengupta,Average
INSP00260,2025/12/14,SCH0057,haan,True,False,Under Repair,haan,Zayyan Solanki,No remarks
INSP02913,21.10.2025,SCH0015,Functional,False,True,H,False,Atharv Varty,Good condition
INSP02415,2025-10-23,SCH0259,Y,Yes,Yes,False,False,Akshay Bahri,No remarks
INSP01351,2025-11-01,SCH0462,Hai,1,True,Y,True,Ekantika Nazareth,Average
INSP02517,05-23-2025,sch0266,False,Not Available,Y,Nahi hai,False,Pranit Tata,
INSP02378,2025/07/03,SCH-0441,Available,Working,True,True,Nahi,Manthan Bora,
INSP01107,04/12/2025,SCH0179,True,False,haan,False,Y,Devika Kari,Good condition
INSP02532,2025-09-26,S0116,True,True,Not Available,True,True,William Biswas,Needs repair
INSP01878,20.03.2026,0053,True,True,H,True,True,Onkar Din,Good condition
INSP01657,15/05/2025,sch_0163,True,False,True,False,Haan,Vidhi Mall,No remarks
INSP01094,02/11/2025,sch_0489,Y,Yes,True,Working,1,Advika Munshi,
INSP02856,2026-01-07,sch_0547,Hai,Y,True,False,False,Wishi Narang,
INSP02449,2025/11/20,sch_0486,Available,,na,na,False,George Om,
INSP00457,18.12.2025,0232,True,True,True,Yes,True,Zehaan Guha,
INSP00463,26/10/2025,SCH-0078,True,False,Y,na,Haan,Oeshi Krishna,Average
INSP00613,2025-10-04,SCH0092,Haan,True,Available,,False,Maya Chada,Good condition
INSP01692,07-01-2025,SCH-0156,True,Yes,Yes,haan,Kharab,Aditya Mukhopadhyay,Needs repair
INSP01668,2025-04-10,SCH-0339,True,0,True,False,H,,Average
INSP01414,2025/05/15,0096,False,True,True,True,haan,Nirja Chawla,Toilets locked
INSP00382,01-19-2026,sch_0242,Hai,1,False,Nahi hai,True,Harsh Chadha,No remarks
INSP02939,2025-09-22,sch0433,Hai,Yes,True,N,True,Varsha Tandon,Average
INSP01534,07.10.2025,S0208,Nahi,False,True,True,haan,Libni Deol,
INSP02473,03-Nov-2025,SCH-0205,True,,Hai,,Hai,Upadhriti Rai,
INSP02442,2026/02/21,sch_0512,N,na,True,Yes,Hai,Krish Sinha,Good condition
INSP00966,19-Jun-2025,sch_0426,False,True,Available,True,Working,Aishani Kara,No remarks
INSP02842,18/07/2025,SCH0113,Y,True,False,False,haan,Chakrika Kata,Good condition
INSP01778,12-Mar-2026,sch0556,True,True,True,False,False,Urvashi Batra,Toilets locked
INSP00943,05/05/2025,S0356,False,Yes,Haan,False,na,Anmol Deshmukh,Good condition
INSP00060,31-May-2025,sch_0564,Available,,True,H,True,Geetika Kapoor,Average
INSP02391,2026/01/07,sch_0301,False,Hai,True,Functional,na,Irya Mittal,
INSP02859,12-Mar-2026,SCH0279,False,H,N,Y,Working,,Average
INSP01766,05/01/2026,0360,H,Yes,False,False,na,Ayush Mann,Needs repair
INSP01576,11-Aug-2025,SCH0099,Hai,True,True,Available,Broken,Omya Swaminathan,Toilets locked
INSP02484,19/03/2026,SCH-0510,True,1,H,False,False,Panini Nayar,Good condition
INSP02411,22.12.2025,SCH-0105,False,False,Available,True,Y,Andrew Chahal,Toilets locked
INSP01028,22/01/2026,SCH0107,na,True,Hai,Nahi,1,Isha Vohra,Good condition
INSP00658,21.03.2026,sch_0117,,True,True,Nahi,Y,Peter Rao,Good condition
INSP01314,11-Aug-2025,sch_0351,False,True,na,Yes,Nahi hai,Siya Sahni,Toilets locked
INSP00846,28-Jun-2025,SCH-0190,Y,,haan,Nahi,Y,,Needs repair
INSP00543,24.01.2026,sch_0327,True,Haan,Functional,,True,Advaith Rajagopal,Toilets locked
INSP00870,20.08.2025,S0454,True,True,Working,Yes,False,Rachana Mani,No remarks
INSP01710,15-May-2025,SCH0016,True,Y,Hai,N,False,Harrison Bera,Toilets locked
INSP01310,08/09/2025,SCH0249,haan,True,True,True,False,,Needs repair
INSP02227,11-Aug-2025,sch_0097,Y,1,Available,,False,Xiti Walla,Needs repair
INSP02579,12-Dec-2025,sch_0008,True,Haan,Available,1,na,Frederick Mistry,Good condition
INSP01447,2026-03-24,SCH0035,Available,True,True,Hai,N,Advay Rege,
INSP02644,11/12/2025,sch_0130,True,True,True,1,N,Madhavi Dey,Average
INSP01656,03.12.2025,SCH0543,False,Working,True,H,Y,Maanas Basu,No remarks
INSP01504,2025-10-29,sch_0236,Y,True,Yes,na,Not Available,Akshay Iyengar,No remarks
INSP01085,2026-02-07,SCH-0262,Y,True,True,False,,Yashasvi Amble,Average
INSP00299,14/12/2025,sch0599,Nahi,True,H,No,False,Odika Bhandari,
INSP02379,30/03/2026,SCH-0284,True,,True,1,True,Oscar Basak,No remarks
INSP01433,2025-05-30,0590,Y,Yes,False,Y,Nahi,Akshay Narayan,Average
INSP02546,2025/11/06,SCH0182,True,na,1,True,Yes,Anjali Magar,Needs repair
INSP01892,31.08.2025,SCH-0238,True,True,True,H,False,Jairaj Hegde,Good condition
INSP01062,13-May-2025,SCH0009,False,Hai,N,Haan,Available,Lipika Cherian,Average
INSP00436,12-23-2025,SCH0581,True,True,True,True,Broken,Aachal Pai,Good condition
INSP02474,10/01/2026,sch0352,True,True,True,True,H,Abeer Toor,No remarks
INSP00238,09-08-2025,sch_0166,No,Available,Y,True,,Hiral Goda,Toilets locked
INSP01488,2025/08/17,SCH-0242,True,True,Yes,True,haan,Irya Prabhu,Toilets locked
INSP02728,2025-06-30,SCH0282,False,Hai,Y,Hai,True,Hiral Morar,
INSP00110,23-Apr-2025,SCH0119,No,Functional,True,False,False,Eiravati Chaudhuri,Toilets locked
INSP02084,2025/09/11,SCH0283,,No,1,Yes,0,Naveen Bhandari,Good condition
INSP00782,2026-01-10,SCH0162,True,True,Working,1,True,Tanveer Dyal,Toilets locked
INSP02165,31-Oct-2025,SCH0541,True,True,haan,Hai,True,Vansha Mand,Toilets locked
INSP00164,02-05-2026,sch0163,0,na,Haan,1,Broken,Vedhika Bora,Good condition
INSP00289,27.12.2025,SCH0457,True,True,True,True,False,Parth Bhatnagar,
INSP00064,03.03.2026,SCH0051,Working,Haan,Functional,False,Nahi,Forum Choudhary,Toilets locked
INSP00253,07/07/2025,SCH-0006,,True,False,True,Hai,Nicholas Agate,Toilets locked
INSP01118,07.08.2025,SCH-0382,Working,Yes,False,Nahi,Haan,Aishani Keer,Needs repair
INSP02127,15.12.2025,sch_0350,Working,True,Yes,1,Nahi,Tara Oza,Good condition
INSP01739,06.06.2025,SCH0436,,Y,False,True,Yes,Zilmil Kumar,
INSP00768,2026/02/19,sch_0172,False,False,True,False,0,Chatura Pradhan,Good condition
INSP00788,07.06.2025,SCH0421,True,True,True,False,True,Jeet Roy,Average
INSP01443,09-30-2025,sch_0463,True,True,True,True,True,Jairaj Chaudhary,Good condition
INSP00927,04-03-2025,sch0420,na,True,False,True,True,,Good condition
INSP01836,19/07/2025,SCH-0134,Haan,na,Y,N,Yes,Lavanya Seshadri,Average
INSP01074,10/12/2025,S0265,Nahi hai,Available,Haan,H,Kharab,Tanvi Wagle,Toilets locked
INSP01287,2025/05/29,SCH0119,H,Yes,,Y,Y,Qarin Bhavsar,No remarks
INSP01554,2026/01/21,SCH-0575,Functional,True,Yes,Nahi,,Urvashi Mann,Average
INSP02457,2025-08-02,sch0475,Working,Nahi hai,True,Y,Nahi hai,Liam Munshi,Good condition
INSP02230,2025-05-20,SCH-0207,True,True,Working,True,False,Nachiket Gara,Good condition
INSP02752,21.11.2025,sch_0255,Y,haan,Yes,Y,Functional,Urmi Shetty,No remarks
INSP02313,08-17-2025,sch_0542,Yes,Hai,Yes,True,Working,Gunbir Pingle,Average
INSP02563,23.01.2026,0049,True,True,Yes,False,Kharab,,Average
INSP00848,2025/07/02,SCH0009,1,True,N,0,Yes,Vasatika Khanna,Good condition
INSP01438,01/01/2026,SCH-0081,Working,Nahi,True,True,Nahi,Diya Anand,Toilets locked
INSP02541,27.07.2025,SCH0566,,1,Haan,Nahi hai,Nahi hai,Vamakshi Sura,Good condition
INSP00462,01.04.2025,SCH0277,Nahi,1,True,True,False,Tanmayi Vasa,Toilets locked
INSP02357,2025/06/29,SCH0059,Working,True,,False,Y,Robert Rattan,
INSP01603,2025-04-10,sch_0473,Y,Functional,Hai,True,Functional,,Toilets locked
INSP00158,07-17-2025,sch0331,Y,H,Yes,True,True,Umang Pai,Toilets locked
INSP02523,30/07/2025,SCH-0256,Available,True,False,False,False,Anita Dhingra,Good condition
INSP02087,11-06-2025,sch_0140,True,Y,Functional,True,Kharab,Noah Narayanan,Good condition
INSP01805,12.05.2025,sch0594,H,Y,True,Available,Y,Gavin Chahal,Needs repair
INSP00678,02-17-2026,SCH0230,True,True,Y,,N,Praneel Borde,Average
INSP01874,10-17-2025,S0304,False,True,Not Available,False,False,Luke Pingle,Toilets locked
INSP02373,2026-02-22,SCH-0532,Nahi,Yes,Available,No,True,,Toilets locked
INSP00239,04.03.2026,SCH-0449,Hai,0,True,False,1,,
INSP00980,2025/07/20,SCH-0600,True,True,True,True,False,Geetika Srinivasan,Needs repair
INSP01221,27/05/2025,S0542,True,True,Nahi hai,False,na,Chanchal Narula,Toilets locked
