inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,has_electricity_missing,has_drinking_water_missing,has_functional_toilet_missing,has_boundary_wall_missing,has_playground_missing,functional_facility_count,all_core_facilities_available
INSP01722,2026-02-07,SCH0268,True,True,True,True,True,Ridhi Ahuja,Good condition,False,False,False,False,False,5,True
INSP00600,2025-05-26,SCH0008,False,True,True,True,True,Zayyan Om,No remarks,False,False,False,False,False,4,False
INSP01475,2025-12-21,SCH0235,True,True,,True,True,Anita Acharya,Good condition,False,False,True,False,False,4,False
INSP02135,2026-03-17,SCH0131,True,,True,True,True,Sneha Shanker,No remarks,False,True,False,False,False,4,False
INSP02602,2025-11-11,SCH0514,True,False,True,False,,,,False,False,False,False,True,2,False
INSP00109,2025-09-01,SCH0002,True,True,True,True,False,Sai Sarma,Good condition,False,False,False,False,False,4,False
INSP02401,2025-07-02,SCH0117,True,False,True,False,,,,False,False,False,False,True,2,False
INSP01583,2025-12-01,SCH0590,True,False,True,False,False,Guneet Pai,Average,False,False,False,False,False,2,False
INSP00319,2026-01-22,SCH0477,,True,True,True,False,Ladli Buch,Good condition,True,False,False,False,False,3,False
INSP02983,2026-03-20,SCH0229,True,True,True,,False,,Good condition,False,False,False,True,False,3,False
INSP02725,2026-03-23,SCH0281,True,True,True,True,True,,Needs repair,False,False,False,False,False,5,True
INSP01095,2025-04-17,SCH0469,True,True,True,True,True,Ronith Kakar,Needs repair,False,False,False,False,False,5,True
INSP00569,2025-06-15,SCH0449,False,True,False,False,False,Vasana Dugar,,False,False,False,False,False,1,False
INSP02687,2025-12-26,SCH0202,True,True,True,False,True,Widisha Bhatti,Needs repair,False,False,False,False,False,4,False
INSP02298,2025-11-27,SCH0085,True,True,True,True,,Madhavi Talwar,Needs repair,False,False,False,False,True,4,False
INSP02872,2025-10-01,SCH0148,True,True,True,True,True,Fiyaz Puri,No remarks,False,False,False,False,False,5,True
INSP01546,2025-06-29,SCH0052,False,True,True,False,False,Hemang Dar,Needs repair,False,False,False,False,False,2,False
INSP02974,2026-02-19,SCH0569,True,True,True,True,False,Gunbir Khare,Good condition,False,False,False,False,False,4,False
INSP01925,2026-02-06,SCH0393,True,True,False,True,False,Gaurang Pandey,Toilets locked,False,False,False,False,False,3,False
INSP02692,2025-06-04,SCH0189,,True,True,False,True,Watika Toor,Average,True,False,False,False,False,3,False
INSP02805,2025-05-10,SCH0337,True,True,True,False,False,,Good condition,False,False,False,False,False,3,False
INSP01469,2025-09-21,SCH0230,True,True,True,True,True,Janya Baral,Average,False,False,False,False,False,5,True
INSP00057,2025-06-30,SCH0456,True,,False,True,False,Wriddhish Merchant,,False,True,False,False,False,2,False
INSP01789,2026-01-21,SCH0547,True,True,True,True,True,Quincy Thaker,No remarks,False,False,False,False,False,5,True
INSP02275,2026-03-27,SCH0474,True,True,True,True,False,Zayan Vig,Toilets locked,False,False,False,False,False,4,False
INSP02131,2025-05-26,SCH0354,True,,True,False,False,Charles Prashad,,False,True,False,False,False,2,False
INSP02197,2025-08-02,SCH0131,,True,True,True,False,Dhriti Kanda,Needs repair,True,False,False,False,False,3,False
INSP00469,2025-05-19,SCH0416,True,True,False,False,,Isha Solanki,Average,False,False,False,False,True,2,False
INSP01886,2026-02-17,SCH0564,True,True,True,False,True,Vinaya Nagar,No remarks,False,False,False,False,False,4,False
INSP00941,2025-10-24,SCH0310,True,True,True,,False,Girik Butala,,False,False,False,True,False,3,False
INSP00536,2025-06-24,SCH0141,True,True,True,False,True,Omisha Sankaran,Toilets locked,False,False,False,False,False,4,False
INSP01428,2026-01-21,SCH0140,True,True,,True,True,Kavya Lall,Average,False,False,True,False,False,4,False
INSP00555,2025-08-16,SCH0197,True,True,False,,False,Yashodhara Mammen,Needs repair,False,False,False,True,False,2,False
INSP02621,2025-04-26,SCH0101,,True,True,False,False,Ekantika Oommen,Average,True,False,False,False,False,2,False
INSP02211,2025-06-02,SCH0566,True,True,True,False,False,Rajeshri Mohan,Toilets locked,False,False,False,False,False,3,False
INSP02536,2026-02-14,SCH0466,True,True,False,,False,Forum Sachdev,,False,False,False,True,False,2,False
INSP00692,2025-10-04,SCH0355,True,True,True,True,,Isaiah Bali,No remarks,False,False,False,False,True,4,False
INSP00070,2026-02-15,SCH0496,False,True,True,False,True,Vasana Mahajan,Good condition,False,False,False,False,False,3,False
INSP02764,2026-02-26,SCH0433,,,True,False,True,Omya Karan,Average,True,True,False,False,False,2,False
INSP01740,2025-07-20,SCH0394,,,True,False,,Hema Khosla,,True,True,False,False,True,1,False
INSP00437,2026-03-18,SCH0438,True,,True,True,True,Jagat Sawhney,Good condition,False,True,False,False,False,4,False
INSP02122,2025-12-08,SCH0553,False,,True,True,False,Liam Tata,Needs repair,False,True,False,False,False,2,False
INSP01004,2026-03-29,SCH0145,True,True,True,True,True,Chatura Ben,Toilets locked,False,False,False,False,False,5,True
INSP01254,2025-07-19,SCH0379,True,True,,,True,Anmol Puri,Needs repair,False,False,True,True,False,3,False
INSP00566,2025-04-04,SCH0304,False,True,False,False,True,Isaiah Nayar,Needs repair,False,False,False,False,False,2,False
INSP00314,2025-07-27,SCH0189,True,True,False,True,True,,Good condition,False,False,False,False,False,4,False
INSP00234,2025-11-24,SCH0340,True,True,True,True,False,,No remarks,False,False,False,False,False,4,False
INSP02381,2025-12-07,SCH0273,True,True,True,,False,Samesh Bala,Good condition,False,False,False,True,False,3,False
INSP00735,2025-06-08,SCH0481,True,True,True,True,False,Aryan Seth,,False,False,False,False,False,4,False
INSP01378,2025-04-10,SCH0030,True,True,True,False,False,Mahika Sarkar,Needs repair,False,False,False,False,False,3,False
INSP00112,2025-06-30,SCH0399,True,,False,True,False,Anusha Kalita,Needs repair,False,True,False,False,False,2,False
INSP01345,2025-11-05,SCH0236,True,True,True,True,False,Ishita Deep,,False,False,False,False,False,4,False
INSP01506,2025-04-16,SCH0055,True,False,True,,False,Advika Ahuja,No remarks,False,False,False,True,False,2,False
INSP01053,2025-04-04,SCH0468,True,True,True,True,False,Chameli Gour,,False,False,False,False,False,4,False
INSP02321,2025-07-11,SCH0528,True,True,False,,True,Balendra Saxena,Good condition,False,False,False,True,False,3,False
INSP02043,2025-12-21,SCH0141,False,True,True,False,False,Alexander Sami,Toilets locked,False,False,False,False,False,2,False
INSP00473,2025-08-14,SCH0183,True,True,True,,,Henry Hayre,Needs repair,False,False,False,True,True,3,False
INSP01377,2025-11-12,SCH0389,False,True,True,True,False,Dalbir Keer,,False,False,False,False,False,3,False
INSP01614,2025-06-10,SCH0483,True,True,True,False,False,Ekta Kari,Good condition,False,False,False,False,False,3,False
INSP01178,2025-07-13,SCH0211,True,True,True,True,,Aishani Behl,,False,False,False,False,True,4,False
INSP01753,2025-06-25,SCH0344,True,,True,True,True,Dalbir Patel,Needs repair,False,True,False,False,False,4,False
INSP01374,2026-02-20,SCH0430,True,,,True,False,Qushi Bhandari,,False,True,True,False,False,2,False
INSP02210,2025-05-23,SCH0214,True,True,True,False,True,Oeshi Kuruvilla,Toilets locked,False,False,False,False,False,4,False
INSP01341,2025-09-21,SCH0238,True,False,,False,False,Qabil Dubey,Needs repair,False,False,True,False,False,1,False
INSP00747,2025-11-27,SCH0027,True,True,True,True,True,Darsh Raja,No remarks,False,False,False,False,False,5,True
INSP02003,2025-10-18,SCH0009,True,True,True,False,,Aradhana Parmar,Toilets locked,False,False,False,False,True,3,False
INSP01300,2025-12-28,SCH0084,,True,,False,True,Upma Chander,Needs repair,True,False,True,False,False,2,False
INSP00362,2026-01-04,SCH0386,True,False,True,True,False,,No remarks,False,False,False,False,False,3,False
INSP00136,2025-11-24,SCH0281,True,True,True,True,False,Banjeet Rajagopalan,Needs repair,False,False,False,False,False,4,False
INSP01591,2025-08-11,SCH0032,True,True,True,True,True,Manan Tripathi,No remarks,False,False,False,False,False,5,True
INSP02286,2025-05-28,SCH0150,True,True,False,True,True,,Average,False,False,False,False,False,4,False
INSP00860,2026-10-01,SCH0343,False,True,False,True,False,Aadi Johal,Good condition,False,False,False,False,False,2,False
INSP02380,2026-01-06,SCH0332,True,True,True,True,False,Girik Narain,No remarks,False,False,False,False,False,4,False
INSP00367,2025-09-07,SCH0321,False,False,True,False,False,Udyati Garde,,False,False,False,False,False,1,False
INSP01867,2025-07-15,SCH0459,True,False,True,True,True,Osha Chaudhary,Needs repair,False,False,False,False,False,4,False
INSP00030,2026-01-08,SCH0484,True,True,True,True,,Panini Choudhary,Needs repair,False,False,False,False,True,4,False
INSP02632,2026-02-18,SCH0051,True,False,True,False,False,Upma Bir,Toilets locked,False,False,False,False,False,2,False
INSP00023,2025-07-26,SCH0082,True,True,True,True,True,,Needs repair,False,False,False,False,False,5,True
INSP02507,2025-04-19,SCH0501,True,True,True,False,True,Abeer Pingle,Average,False,False,False,False,False,4,False
INSP01134,2025-07-01,SCH0284,True,True,True,False,True,,No remarks,False,False,False,False,False,4,False
INSP01035,2026-02-27,SCH0442,True,True,True,False,,Nirja Cherian,Average,False,False,False,False,True,3,False
INSP00421,2025-07-07,SCH0273,,True,True,,False,Om Shah,Good condition,True,False,False,True,False,2,False
INSP01538,2026-03-11,SCH0496,,True,False,False,False,Lucky Prabhu,Good condition,True,False,False,False,False,1,False
INSP00461,2025-12-10,SCH0399,False,True,False,False,True,Bhanumati Balasubramanian,No remarks,False,False,False,False,False,2,False
INSP00044,2025-09-28,SCH0456,True,True,,False,False,Girindra Chana,Needs repair,False,False,True,False,False,2,False
INSP00088,2025-11-23,SCH0282,False,False,True,,True,Yuvraj Bhargava,Good condition,False,False,False,True,False,2,False
INSP00930,2025-12-10,SCH0012,True,True,False,True,True,Watika Subramaniam,No remarks,False,False,False,False,False,4,False
INSP01125,2026-01-18,SCH0530,True,True,True,True,True,Gauri Chaudry,,False,False,False,False,False,5,True
INSP01772,2025-11-04,SCH0231,True,False,True,True,True,Indira Wali,Toilets locked,False,False,False,False,False,4,False
INSP01018,2026-01-07,SCH0531,True,True,True,True,True,Udant Kumer,Needs repair,False,False,False,False,False,5,True
INSP00283,2026-02-28,SCH0486,True,True,False,False,,Abhiram Singh,,False,False,False,False,True,2,False
INSP00694,2025-05-14,SCH0341,True,True,True,True,False,Maya Saraf,Average,False,False,False,False,False,4,False
INSP01942,2026-02-12,SCH0137,True,True,True,True,False,Reyansh Kata,Average,False,False,False,False,False,4,False
INSP02910,2025-06-09,SCH0070,True,True,False,True,True,Krisha Tailor,Toilets locked,False,False,False,False,False,4,False
INSP02990,2026-03-08,SCH0521,True,True,False,True,False,Upma Soman,Needs repair,False,False,False,False,False,3,False
INSP02112,2025-09-28,SCH0265,False,True,True,True,True,Jhalak Vig,Toilets locked,False,False,False,False,False,4,False
INSP00534,2025-12-24,SCH0219,True,,True,True,False,Aadi Mukhopadhyay,Toilets locked,False,True,False,False,False,3,False
INSP01179,2025-06-19,SCH0336,True,True,True,,,Ekantika Char,,False,False,False,True,True,3,False
INSP02581,2026-01-11,SCH0014,True,True,,False,True,David Dyal,,False,False,True,False,False,3,False
INSP00790,2025-05-02,SCH0457,,True,True,True,False,,Average,True,False,False,False,False,3,False
INSP02482,2025-07-03,SCH0513,True,True,True,True,True,Leena Mohan,Toilets locked,False,False,False,False,False,5,True
INSP02516,2025-10-24,SCH0293,True,True,True,False,,Samaksh Thakkar,,False,False,False,False,True,3,False
INSP02228,2025-07-28,SCH0210,True,True,True,True,,Dominic Salvi,Average,False,False,False,False,True,4,False
INSP00875,2025-06-18,SCH0146,True,True,True,True,,Diya Suresh,,False,False,False,False,True,4,False
INSP00766,2026-02-20,SCH0268,,True,True,True,True,Ayush Bakshi,Needs repair,True,False,False,False,False,4,False
INSP01042,2026-02-21,SCH0330,True,True,True,False,True,Gautami Ganguly,Good condition,False,False,False,False,False,4,False
INSP00791,2025-07-28,SCH0466,False,True,True,False,,Ishanvi Khatri,No remarks,False,False,False,False,True,2,False
INSP02816,2025-09-27,SCH0503,True,True,True,True,,Warda Chander,No remarks,False,False,False,False,True,4,False
INSP01566,2025-06-14,SCH0298,True,True,True,True,False,Sathvik Mallick,Good condition,False,False,False,False,False,4,False
INSP02311,2026-02-27,SCH0090,True,True,True,True,,Abhimanyu Srinivasan,,False,False,False,False,True,4,False
INSP02190,2025-11-17,SCH0600,True,,True,False,False,Sanya Gokhale,Average,False,True,False,False,False,2,False
INSP02305,2025-07-07,SCH0151,True,True,False,False,False,Nitara Devi,Good condition,False,False,False,False,False,2,False
INSP02989,2025-04-20,SCH0380,False,True,True,True,False,Advika Mitra,,False,False,False,False,False,3,False
INSP00222,2025-10-13,SCH0015,True,True,True,,True,Warjas Goda,,False,False,False,True,False,4,False
INSP00544,2025-08-06,SCH0233,True,True,True,True,False,Amara Tiwari,,False,False,False,False,False,4,False
INSP01424,2025-08-01,SCH0354,False,,True,True,False,Nikita Sampath,,False,True,False,False,False,2,False
INSP02259,2025-06-29,SCH0136,,True,True,True,False,Vedant Prashad,Needs repair,True,False,False,False,False,3,False
INSP00706,2025-02-10,SCH0307,True,True,True,,,Vincent Singh,Average,False,False,False,True,True,3,False
INSP02466,2025-09-10,SCH0421,True,True,True,False,False,Arya Pal,Needs repair,False,False,False,False,False,3,False
INSP01007,2025-08-20,SCH0410,True,True,True,,False,Darsh Lala,,False,False,False,True,False,3,False
INSP01794,2025-12-08,SCH0208,True,True,True,False,True,Ekani Rajagopal,Average,False,False,False,False,False,4,False
INSP02782,2025-10-05,SCH0592,True,,True,True,True,Anmol Palla,Needs repair,False,True,False,False,False,4,False
INSP02930,2026-02-27,SCH0288,True,,True,False,True,Peter Lala,Needs repair,False,True,False,False,False,3,False
INSP00979,2025-08-04,SCH0488,True,True,True,False,False,Shaurya Krishnan,Needs repair,False,False,False,False,False,3,False
INSP01905,2025-09-22,SCH0562,True,True,True,False,,Ganga Bahri,Needs repair,False,False,False,False,True,3,False
INSP00273,2025-09-08,SCH0413,True,False,True,False,True,Eiravati Gara,,False,False,False,False,False,3,False
INSP00522,2025-12-24,SCH0509,True,True,True,False,True,Jason Swamy,Needs repair,False,False,False,False,False,4,False
INSP00523,2025-10-15,SCH0419,True,True,False,True,False,Gagan Acharya,Good condition,False,False,False,False,False,3,False
INSP01069,2025-08-30,SCH0439,True,True,True,,True,Qadim Barad,Needs repair,False,False,False,True,False,4,False
INSP02068,2025-07-01,SCH0378,True,True,,False,True,Tanay Vala,,False,False,True,False,False,3,False
INSP00351,2025-08-19,SCH0141,False,True,True,True,,Rachit Das,,False,False,False,False,True,3,False
INSP02248,2025-12-18,SCH0306,True,True,False,False,False,Yatan Sandal,Good condition,False,False,False,False,False,2,False
INSP01850,2025-07-24,SCH0161,True,False,True,False,False,Nisha Datta,Needs repair,False,False,False,False,False,2,False
INSP02439,2025-10-31,SCH0212,True,True,True,False,True,Chakradhar Kohli,Good condition,False,False,False,False,False,4,False
INSP00652,2025-05-08,SCH0276,,True,True,True,True,,,True,False,False,False,False,4,False
INSP01808,2025-09-19,SCH0007,True,True,True,False,True,Mugdha Jayaraman,Toilets locked,False,False,False,False,False,4,False
INSP02726,2026-02-03,SCH0314,False,,False,True,True,Warhi Shetty,Needs repair,False,True,False,False,False,2,False
INSP02528,2025-10-27,SCH0096,False,True,True,True,True,Urvi Chaudhry,,False,False,False,False,False,4,False
INSP01346,2025-08-29,SCH0341,True,True,False,True,False,Samar Keer,Toilets locked,False,False,False,False,False,3,False
INSP01079,2025-05-11,SCH0420,False,,True,,False,Rishi Mani,No remarks,False,True,False,True,False,1,False
INSP02745,2026-01-21,SCH0436,True,True,True,False,False,Janya Jayaraman,Toilets locked,False,False,False,False,False,3,False
INSP00169,2025-11-04,SCH0373,True,True,True,True,False,Samuel Barad,Good condition,False,False,False,False,False,4,False
INSP02636,2026-02-01,SCH0209,True,True,True,True,True,Fariq Samra,No remarks,False,False,False,False,False,5,True
INSP02604,2025-04-14,SCH0411,True,True,True,True,True,Anay Karan,,False,False,False,False,False,5,True
INSP02924,2025-07-18,SCH0042,False,True,True,True,False,Manthan Bali,Good condition,False,False,False,False,False,3,False
INSP02070,2025-07-27,SCH0344,True,True,True,False,True,Reyansh Narayanan,Average,False,False,False,False,False,4,False
INSP02324,2025-08-13,SCH0493,True,,False,False,True,Ati Wagle,Average,False,True,False,False,False,2,False
INSP01934,2025-05-25,SCH0404,False,True,False,True,True,Wahab Chaudhry,Average,False,False,False,False,False,3,False
INSP01638,2026-01-21,SCH0392,False,False,True,True,False,Keya Jain,Good condition,False,False,False,False,False,2,False
INSP01838,2025-08-30,SCH0579,True,,True,False,True,Peter Varkey,Average,False,True,False,False,False,3,False
INSP01376,2025-07-23,SCH0513,True,True,True,True,True,Tejas Patla,Good condition,False,False,False,False,False,5,True
INSP02354,2025-09-25,SCH0484,False,True,True,False,False,Charles Patla,No remarks,False,False,False,False,False,2,False
INSP00220,2025-06-23,SCH0228,True,True,,True,False,Ayush Chada,No remarks,False,False,True,False,False,3,False
INSP00368,2025-04-06,SCH0445,True,True,True,True,False,,Toilets locked,False,False,False,False,False,4,False
INSP02804,2025-08-04,SCH0220,,True,True,True,True,Pushti Wagle,,True,False,False,False,False,4,False
INSP00950,2025-12-28,SCH0446,True,True,True,True,False,Varenya Ramaswamy,,False,False,False,False,False,4,False
INSP02399,2026-01-27,SCH0077,True,,True,False,,Anamika Parekh,No remarks,False,True,False,False,True,2,False
INSP02253,2026-02-13,SCH0533,False,True,True,True,False,,Needs repair,False,False,False,False,False,3,False
INSP01457,2025-10-17,SCH0334,False,True,,True,False,Yauvani Gade,,False,False,True,False,False,2,False
INSP00352,2025-04-27,SCH0196,True,True,True,True,False,Charita Kant,Needs repair,False,False,False,False,False,4,False
INSP01098,2026-01-29,SCH0340,False,True,,,False,Theodore Chaudhari,,False,False,True,True,False,1,False
INSP01264,2025-06-25,SCH0083,True,True,True,False,False,,,False,False,False,False,False,3,False
INSP02239,2025-06-19,SCH0190,False,True,True,True,True,Yatan Iyengar,Needs repair,False,False,False,False,False,4,False
INSP00491,2025-06-29,SCH0218,,True,True,False,True,Zashil Narang,,True,False,False,False,False,3,False
INSP02827,2025-10-16,SCH0196,True,True,False,True,False,Mekhala Wadhwa,Good condition,False,False,False,False,False,3,False
INSP02494,2026-03-09,SCH0516,True,True,True,False,True,Nathaniel Das,Toilets locked,False,False,False,False,False,4,False
INSP00499,2025-04-24,SCH0447,False,True,True,True,False,Qabil Varty,No remarks,False,False,False,False,False,3,False
INSP02789,2025-09-01,SCH0100,True,True,True,True,,Alka Prabhu,,False,False,False,False,True,4,False
INSP00211,2026-02-09,SCH0164,True,True,False,False,False,Ekapad Kulkarni,Needs repair,False,False,False,False,False,2,False
INSP00898,2025-07-03,SCH0006,False,False,False,True,True,Warda Basak,Needs repair,False,False,False,False,False,2,False
INSP01205,2026-02-12,SCH0352,True,True,True,True,False,Wakeeta Dar,No remarks,False,False,False,False,False,4,False
INSP00651,2025-12-31,SCH0206,True,True,False,True,False,Henry Om,Needs repair,False,False,False,False,False,3,False
INSP00228,2026-03-23,SCH0168,True,True,True,True,True,,,False,False,False,False,False,5,True
INSP00366,2026-02-20,SCH0238,True,True,True,True,False,Ira Bhagat,,False,False,False,False,False,4,False
INSP02223,2025-06-10,SCH0369,False,True,False,True,False,,,False,False,False,False,False,2,False
INSP00277,2026-02-17,SCH0318,True,True,True,True,True,Robert Tandon,Good condition,False,False,False,False,False,5,True
INSP02099,2025-05-14,SCH0073,True,True,True,True,,Janaki Kulkarni,Average,False,False,False,False,True,4,False
INSP01114,2025-11-19,SCH0431,True,False,,False,True,Mitesh Bains,Toilets locked,False,False,True,False,False,2,False
INSP00737,2026-01-12,SCH0465,True,True,True,True,True,Siddharth Kakar,No remarks,False,False,False,False,False,5,True
INSP02575,2026-07-01,SCH0335,True,True,True,False,False,Laksh Nayak,Average,False,False,False,False,False,3,False
INSP01994,2025-12-08,SCH0017,,True,True,False,False,,No remarks,True,False,False,False,False,2,False
INSP00408,2025-06-09,SCH0411,,True,True,False,True,Eesha Khalsa,Needs repair,True,False,False,False,False,3,False
INSP02417,2025-04-03,SCH0482,True,False,True,True,True,Devansh Sathe,Needs repair,False,False,False,False,False,4,False
INSP02506,2025-05-01,SCH0521,True,True,True,True,False,Xalak Dixit,Average,False,False,False,False,False,4,False
INSP02458,2026-01-17,SCH0411,True,True,,,False,Alexander Varughese,Average,False,False,True,True,False,2,False
INSP02247,2025-06-03,SCH0378,,True,False,False,False,Jackson Sinha,No remarks,True,False,False,False,False,1,False
INSP02531,2025-07-06,SCH0580,True,True,True,,False,Azad Sengupta,No remarks,False,False,False,True,False,3,False
INSP01771,2025-08-11,SCH0085,True,False,,True,False,Azaan Ramanathan,Toilets locked,False,False,True,False,False,2,False
INSP00008,2025-06-04,SCH0059,True,True,True,True,False,Falak Karpe,Good condition,False,False,False,False,False,4,False
INSP01492,2025-12-12,SCH0268,False,False,True,True,,,,False,False,False,False,True,2,False
INSP01533,2025-05-30,SCH0032,True,True,True,True,False,Charles Sagar,Average,False,False,False,False,False,4,False
INSP01801,2025-09-26,SCH0417,True,True,True,True,False,Barkha Upadhyay,Needs repair,False,False,False,False,False,4,False
INSP00416,2025-07-22,SCH0024,,True,True,True,False,Jason Kannan,Needs repair,True,False,False,False,False,3,False
INSP01607,2026-01-21,SCH0064,True,,True,True,True,Jasmit Kurian,Average,False,True,False,False,False,4,False
INSP00840,2025-08-30,SCH0226,True,True,True,,True,Omisha Dua,Toilets locked,False,False,False,True,False,4,False
INSP01763,2025-02-07,SCH0420,True,True,False,False,True,,Good condition,False,False,False,False,False,3,False
INSP00865,2026-11-01,SCH0583,False,True,False,False,True,Atharv Dara,Average,False,False,False,False,False,2,False
INSP00200,2025-11-26,SCH0193,True,True,True,True,False,Oviya Keer,Average,False,False,False,False,False,4,False
INSP01117,2025-09-23,SCH0413,True,True,True,False,False,Varsha Mohanty,,False,False,False,False,False,3,False
INSP00284,2025-04-24,SCH0493,False,True,False,False,True,Bhavani Tak,,False,False,False,False,False,2,False
INSP00232,2026-01-10,SCH0433,True,True,False,True,False,Jairaj D’Alia,Average,False,False,False,False,False,3,False
INSP02992,2026-03-22,SCH0015,False,True,True,False,False,Megha Keer,No remarks,False,False,False,False,False,2,False
INSP01081,2025-04-10,SCH0226,True,True,,True,,Vritti Bhalla,Toilets locked,False,False,True,False,True,3,False
INSP00097,2025-07-11,SCH0429,True,True,True,True,True,Abhiram Kapadia,Average,False,False,False,False,False,5,True
INSP01508,2025-07-29,SCH0310,True,,True,False,True,Vidhi Butala,Good condition,False,True,False,False,False,3,False
INSP02760,2025-09-10,SCH0170,True,True,True,True,True,Anmol Venkataraman,No remarks,False,False,False,False,False,5,True
INSP01813,2025-12-14,SCH0532,True,True,True,False,True,Hemani Lad,,False,False,False,False,False,4,False
INSP02936,2025-08-14,SCH0151,True,True,True,False,False,Ojas Gola,Toilets locked,False,False,False,False,False,3,False
INSP01201,2025-12-06,SCH0297,True,False,True,False,False,Samar Bhatt,,False,False,False,False,False,2,False
INSP02587,2025-04-24,SCH0338,True,True,False,True,True,David Shanker,No remarks,False,False,False,False,False,4,False
INSP02720,2026-03-12,SCH0294,True,True,True,,True,Janani Keer,Average,False,False,False,True,False,4,False
INSP02556,2025-11-17,SCH0524,True,True,True,False,True,Jagat Kade,No remarks,False,False,False,False,False,4,False
INSP01890,2025-09-21,SCH0312,True,True,True,False,False,Samaksh Kant,No remarks,False,False,False,False,False,3,False
INSP00105,2025-07-28,SCH0086,,True,True,True,True,Maya Tella,,True,False,False,False,False,4,False
INSP02350,2025-09-29,SCH0094,True,True,True,True,,,Needs repair,False,False,False,False,True,4,False
INSP01928,2025-07-19,SCH0096,True,True,True,True,True,Sai Karan,No remarks,False,False,False,False,False,5,True
INSP02715,2025-05-10,SCH0239,False,True,True,True,True,Anvi Gara,Needs repair,False,False,False,False,False,4,False
INSP01124,2026-01-31,SCH0364,,,False,True,True,Gavin Mall,,True,True,False,False,False,2,False
INSP02009,2025-12-11,SCH0146,True,True,,True,True,Vrinda Ratta,,False,False,True,False,False,4,False
INSP00806,2025-12-28,SCH0231,False,True,True,False,False,,Good condition,False,False,False,False,False,2,False
INSP02409,2026-03-15,SCH0182,True,True,True,True,False,Riya Dewan,No remarks,False,False,False,False,False,4,False
INSP02582,2026-03-23,SCH0500,True,True,True,False,,Maya Mammen,No remarks,False,False,False,False,True,3,False
INSP00745,2025-09-20,SCH0264,True,True,True,True,True,Ijaya Ramesh,No remarks,False,False,False,False,False,5,True
INSP00227,2025-12-07,SCH0420,True,True,True,False,True,Bhavika Gandhi,Needs repair,False,False,False,False,False,4,False
INSP01222,2025-11-10,SCH0556,False,True,False,True,False,,No remarks,False,False,False,False,False,2,False
INSP01293,2025-11-20,SCH0385,True,True,True,True,False,Wyatt Doctor,Toilets locked,False,False,False,False,False,4,False
INSP02421,2025-11-20,SCH0110,False,,False,True,False,Yash Sagar,Needs repair,False,True,False,False,False,1,False
INSP02092,2026-03-30,SCH0466,True,True,,False,False,Maanav Gour,Needs repair,False,False,True,False,False,2,False
INSP01030,2026-03-11,SCH0547,True,True,True,False,False,Vedhika Saha,Average,False,False,False,False,False,3,False
INSP00890,2025-09-20,SCH0423,False,True,True,False,True,,No remarks,False,False,False,False,False,3,False
INSP01617,2026-02-28,SCH0432,True,True,True,False,True,Chanchal Bhardwaj,Average,False,False,False,False,False,4,False
INSP01111,2026-01-04,SCH0438,True,True,True,False,False,Avni Kuruvilla,,False,False,False,False,False,3,False
INSP02116,2025-07-14,SCH0215,True,True,True,False,False,Pavani Saini,Needs repair,False,False,False,False,False,3,False
INSP02763,2025-11-05,SCH0330,False,True,True,True,False,Isha Walia,No remarks,False,False,False,False,False,3,False
INSP01043,2025-10-28,SCH0379,True,True,True,,True,,,False,False,False,True,False,4,False
INSP01777,2025-06-04,SCH0080,True,True,True,True,True,Zaitra Keer,Needs repair,False,False,False,False,False,5,True
INSP00465,2025-09-07,SCH0211,True,False,True,True,False,,Needs repair,False,False,False,False,False,3,False
INSP00882,2025-04-02,SCH0313,True,,True,True,,Hardik Guha,No remarks,False,True,False,False,True,3,False
INSP02156,2025-04-28,SCH0302,,True,True,False,False,Aadhya Baral,Good condition,True,False,False,False,False,2,False
INSP01423,2025-07-04,SCH0416,True,True,True,False,False,Geetika Garde,Average,False,False,False,False,False,3,False
INSP00773,2025-09-09,SCH0413,True,True,True,False,True,Vidhi Karpe,Toilets locked,False,False,False,False,False,4,False
INSP01768,2025-11-26,SCH0544,True,True,True,False,False,Pranit Deep,Needs repair,False,False,False,False,False,3,False
INSP01065,2025-06-27,SCH0074,True,True,False,True,False,Jalsa Gokhale,Good condition,False,False,False,False,False,3,False
INSP00213,2025-05-23,SCH0284,True,True,True,False,False,Vasudha Bal,No remarks,False,False,False,False,False,3,False
INSP00013,2026-01-05,SCH0345,False,True,True,True,False,Advik Edwin,No remarks,False,False,False,False,False,3,False
INSP00423,2025-10-17,SCH0321,,True,,False,True,Sathvik Balasubramanian,Average,True,False,True,False,False,2,False
INSP02368,2025-09-05,SCH0384,True,True,True,True,True,Zinal Chaudhary,Toilets locked,False,False,False,False,False,5,True
INSP01054,2025-06-22,SCH0476,True,,False,True,,Varenya Ramakrishnan,Needs repair,False,True,False,False,True,2,False
INSP01230,2025-10-07,SCH0456,True,,False,,True,Lila Contractor,No remarks,False,True,False,True,False,2,False
INSP01456,2026-11-03,SCH0323,True,True,True,True,False,,Toilets locked,False,False,False,False,False,4,False
INSP00742,2025-11-06,SCH0455,False,,True,,True,Oviya Panchal,Needs repair,False,True,False,True,False,2,False
INSP02776,2025-07-09,SCH0139,True,True,True,False,True,Lakshit Sur,,False,False,False,False,False,4,False
